Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
12 April 2023, 1.0922, 146.09, 1.9558, 23.421, 7.4506, 0.88038, 376.23, 4.6631, 4.9385, 11.3480, 0.9853, 149.10, 11.4745, 21.0976, 1.6377, 5.4635, 1.4728, 7.5183, 8.5737, 16253.32, 4.0138, 89.6875, 1448.10, 19.7972, 4.8193, 1.7649, 60.291, 1.4538, 37.391, 20.1330, 
